uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RS,SEPTICEMIA,DOMICILIO,"80 - 89",M,11
RS,SEPTICEMIA,HOSPITAL,"80 - 89",F,641
RS,SEPTICEMIA,HOSPITAL,"80 - 89",M,485
RS,SEPTICEMIA,IGNORADO,"80 - 89",F,1
RS,SEPTICEMIA,IGNORADO,"80 - 89",M,2
RS,SEPTICEMIA,OUTRO,"80 - 89",F,3
RS,SEPTICEMIA,OUTRO,"80 - 89",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,37
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,15
RS,SRAG,HOSPITAL,"80 - 89",F,3
RS,SRAG,HOSPITAL,"80 - 89",M,2
SC,OUTRAS,DOMICILIO,"80 - 89",F,304
SC,OUTRAS,DOMICILIO,"80 - 89",M,276
SC,OUTRAS,HOSPITAL,"80 - 89",F,554
SC,OUTRAS,HOSPITAL,"80 - 89",M,470
SC,OUTRAS,IGNORADO,"80 - 89",F,1
SC,OUTRAS,IGNORADO,"80 - 89",M,1
SC,OUTRAS,OUTRO,"80 - 89",F,28
SC,OUTRAS,OUTRO,"80 - 89",M,17
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,52
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,31
SC,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
SC,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
SC,OUTRAS,VIA_PUBLICA,"80 - 89",M,4
SC,COVID,HOSPITAL,"80 - 89",F,13
SC,COVID,HOSPITAL,"80 - 89",M,16
SC,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
SC,INDETERMINADA,DOMICILIO,"80 - 89",F,11
SC,INDETERMINADA,DOMICILIO,"80 - 89",M,5
SC,INDETERMINADA,HOSPITAL,"80 - 89",F,5
SC,INDETERMINADA,HOSPITAL,"80 - 89",M,3
SC,INDETERMINADA,OUTRO,"80 - 89",F,1
SC,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,22
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,18
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,110
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,99
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,3
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SC,PNEUMONIA,DOMICILIO,"80 - 89",F,23
SC,PNEUMONIA,DOMICILIO,"80 - 89",M,23
SC,PNEUMONIA,HOSPITAL,"80 - 89",F,355
SC,PNEUMONIA,HOSPITAL,"80 - 89",M,374
SC,PNEUMONIA,OUTRO,"80 - 89",F,4
SC,PNEUMONIA,OUTRO,"80 - 89",M,3
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
SC,SEPTICEMIA,DOMICILIO,"80 - 89",F,2
SC,SEPTICEMIA,DOMICILIO,"80 - 89",M,4
SC,SEPTICEMIA,HOSPITAL,"80 - 89",F,308
SC,SEPTICEMIA,HOSPITAL,"80 - 89",M,196
SC,SEPTICEMIA,OUTRO,"80 - 89",F,1
SC,SEPTICEMIA,OUTRO,"80 - 89",M,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SC,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
SC,SRAG,HOSPITAL,"80 - 89",F,4
SC,SRAG,HOSPITAL,"80 - 89",M,3
SC,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
SE,OUTRAS,DOMICILIO,"80 - 89",F,73
SE,OUTRAS,DOMICILIO,"80 - 89",M,42
SE,OUTRAS,HOSPITAL,"80 - 89",F,92
SE,OUTRAS,HOSPITAL,"80 - 89",M,65
SE,OUTRAS,IGNORADO,"80 - 89",F,2
SE,OUTRAS,OUTRO,"80 - 89",F,3
SE,OUTRAS,OUTRO,"80 - 89",M,2
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,39
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,36
SE,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
SE,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
SE,COVID,HOSPITAL,"80 - 89",M,1
SE,INDETERMINADA,DOMICILIO,"80 - 89",F,4
SE,INDETERMINADA,DOMICILIO,"80 - 89",M,3
SE,INDETERMINADA,HOSPITAL,"80 - 89",F,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,10
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,28
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,23
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
SE,PNEUMONIA,DOMICILIO,"80 - 89",F,1
SE,PNEUMONIA,DOMICILIO,"80 - 89",M,5
SE,PNEUMONIA,HOSPITAL,"80 - 89",F,87
SE,PNEUMONIA,HOSPITAL,"80 - 89",M,77
SE,PNEUMONIA,IGNORADO,"80 - 89",F,3
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
SE,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
SE,SEPTICEMIA,DOMICILIO,"80 - 89",M,4
SE,SEPTICEMIA,HOSPITAL,"80 - 89",F,69
SE,SEPTICEMIA,HOSPITAL,"80 - 89",M,65
SE,SEPTICEMIA,IGNORADO,"80 - 89",F,2
SE,SEPTICEMIA,IGNORADO,"80 - 89",M,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,5
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
SE,SRAG,HOSPITAL,"80 - 89",F,1
SE,SRAG,HOSPITAL,"80 - 89",M,2
SE,SRAG,IGNORADO,"80 - 89",F,1
SP,OUTRAS,DOMICILIO,"80 - 89",F,1562
SP,OUTRAS,DOMICILIO,"80 - 89",M,1306
SP,OUTRAS,HOSPITAL,"80 - 89",F,3627
SP,OUTRAS,HOSPITAL,"80 - 89",I,1
SP,OUTRAS,HOSPITAL,"80 - 89",M,2803
SP,OUTRAS,IGNORADO,"80 - 89",F,37
SP,OUTRAS,IGNORADO,"80 - 89",I,319
SP,OUTRAS,IGNORADO,"80 - 89",M,25
SP,OUTRAS,OUTRO,"80 - 89",F,209
SP,OUTRAS,OUTRO,"80 - 89",M,132
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,343
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,249
SP,OUTRAS,POSTO_SAUDE,"80 - 89",F,6
SP,OUTRAS,POSTO_SAUDE,"80 - 89",M,4
SP,OUTRAS,VIA_PUBLICA,"80 - 89",F,9
SP,OUTRAS,VIA_PUBLICA,"80 - 89",M,9
SP,COVID,DOMICILIO,"80 - 89",F,4
SP,COVID,DOMICILIO,"80 - 89",M,8
SP,COVID,HOSPITAL,"80 - 89",F,153
SP,COVID,HOSPITAL,"80 - 89",M,145
SP,COVID,IGNORADO,"80 - 89",F,1
SP,COVID,IGNORADO,"80 - 89",M,1
SP,COVID,OUTRO,"80 - 89",F,1
SP,COVID,OUTRO,"80 - 89",M,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,6
SP,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
SP,COVID,POSTO_SAUDE,"80 - 89",F,1
SP,COVID,VIA_PUBLICA,"80 - 89",F,1
SP,INDETERMINADA,AMBULANCIA,"80 - 89",M,1
SP,INDETERMINADA,DOMICILIO,"80 - 89",F,24
SP,INDETERMINADA,DOMICILIO,"80 - 89",M,26
SP,INDETERMINADA,HOSPITAL,"80 - 89",F,8
SP,INDETERMINADA,HOSPITAL,"80 - 89",M,7
SP,INDETERMINADA,IGNORADO,"80 - 89",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,132
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,116
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,839
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,604
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,5
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,20
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,15
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,74
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,56
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",F,1
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",M,3
SP,PNEUMONIA,DOMICILIO,"80 - 89",F,204
SP,PNEUMONIA,DOMICILIO,"80 - 89",M,225
SP,PNEUMONIA,HOSPITAL,"80 - 89",F,2990
SP,PNEUMONIA,HOSPITAL,"80 - 89",M,2816
SP,PNEUMONIA,IGNORADO,"80 - 89",F,6
SP,PNEUMONIA,IGNORADO,"80 - 89",M,13
SP,PNEUMONIA,OUTRO,"80 - 89",F,53
SP,PNEUMONIA,OUTRO,"80 - 89",M,48
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,168
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,158
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,2
SP,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,3
SP,SEPTICEMIA,DOMICILIO,"80 - 89",F,66
SP,SEPTICEMIA,DOMICILIO,"80 - 89",M,51
SP,SEPTICEMIA,HOSPITAL,"80 - 89",F,2254
SP,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
SP,SEPTICEMIA,HOSPITAL,"80 - 89",M,1645
SP,SEPTICEMIA,IGNORADO,"80 - 89",F,9
SP,SEPTICEMIA,IGNORADO,"80 - 89",M,5
SP,SEPTICEMIA,OUTRO,"80 - 89",F,28
SP,SEPTICEMIA,OUTRO,"80 - 89",M,16
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,90
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,46
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,2
SP,SEPTICEMIA,POSTO_SAUDE,"80 - 89",M,1
SP,SRAG,DOMICILIO,"80 - 89",F,1
SP,SRAG,HOSPITAL,"80 - 89",F,16
SP,SRAG,HOSPITAL,"80 - 89",M,11
SP,SRAG,OUTRO,"80 - 89",F,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,OUTRAS,DOMICILIO,"80 - 89",F,20
TO,OUTRAS,DOMICILIO,"80 - 89",M,42
TO,OUTRAS,HOSPITAL,"80 - 89",F,41
TO,OUTRAS,HOSPITAL,"80 - 89",M,46
TO,OUTRAS,IGNORADO,"80 - 89",F,1
TO,OUTRAS,OUTRO,"80 - 89",F,3
TO,OUTRAS,OUTRO,"80 - 89",M,3
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
TO,OUTRAS,VIA_PUBLICA,"80 - 89",F,1
TO,COVID,HOSPITAL,"80 - 89",F,3
TO,COVID,HOSPITAL,"80 - 89",M,2
TO,INDETERMINADA,HOSPITAL,"80 - 89",F,1
TO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,2
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,6
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,6
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,9
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,PNEUMONIA,DOMICILIO,"80 - 89",F,3
TO,PNEUMONIA,DOMICILIO,"80 - 89",M,3
TO,PNEUMONIA,HOSPITAL,"80 - 89",F,39
TO,PNEUMONIA,HOSPITAL,"80 - 89",M,33
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
TO,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
TO,SEPTICEMIA,DOMICILIO,"80 - 89",M,2
TO,SEPTICEMIA,HOSPITAL,"80 - 89",F,25
TO,SEPTICEMIA,HOSPITAL,"80 - 89",M,23
TO,SRAG,DOMICILIO,"80 - 89",M,1
TO,SRAG,HOSPITAL,"80 - 89",M,1
AC,OUTRAS,DOMICILIO,"90 - 99",F,8
AC,OUTRAS,DOMICILIO,"90 - 99",M,7
AC,OUTRAS,HOSPITAL,"90 - 99",F,8
AC,OUTRAS,HOSPITAL,"90 - 99",M,9
AC,OUTRAS,OUTRO,"90 - 99",F,1
AC,COVID,HOSPITAL,"90 - 99",F,1
AC,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AC,INDETERMINADA,DOMICILIO,"90 - 99",M,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,3
AC,PNEUMONIA,HOSPITAL,"90 - 99",F,3
AC,PNEUMONIA,HOSPITAL,"90 - 99",M,11
AC,PNEUMONIA,OUTRO,"90 - 99",M,1
AC,SEPTICEMIA,HOSPITAL,"90 - 99",F,6
AC,SEPTICEMIA,HOSPITAL,"90 - 99",M,5
AL,OUTRAS,DOMICILIO,"90 - 99",F,97
AL,OUTRAS,DOMICILIO,"90 - 99",M,43
AL,OUTRAS,HOSPITAL,"90 - 99",F,52
AL,OUTRAS,HOSPITAL,"90 - 99",M,29
AL,OUTRAS,IGNORADO,"90 - 99",F,1
AL,OUTRAS,IGNORADO,"90 - 99",M,1
AL,OUTRAS,OUTRO,"90 - 99",F,1
AL,OUTRAS,OUTRO,"90 - 99",M,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
AL,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
AL,COVID,HOSPITAL,"90 - 99",M,2
AL,INDETERMINADA,DOMICILIO,"90 - 99",F,1
AL,INDETERMINADA,DOMICILIO,"90 - 99",M,4
AL,INDETERMINADA,HOSPITAL,"90 - 99",F,2
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,18
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,10
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,22
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,4
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AL,PNEUMONIA,DOMICILIO,"90 - 99",F,9
AL,PNEUMONIA,DOMICILIO,"90 - 99",M,5
AL,PNEUMONIA,HOSPITAL,"90 - 99",F,50
AL,PNEUMONIA,HOSPITAL,"90 - 99",M,25
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AL,SEPTICEMIA,DOMICILIO,"90 - 99",F,9
AL,SEPTICEMIA,DOMICILIO,"90 - 99",M,6
AL,SEPTICEMIA,HOSPITAL,"90 - 99",F,36
AL,SEPTICEMIA,HOSPITAL,"90 - 99",M,20
AL,SEPTICEMIA,IGNORADO,"90 - 99",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AL,SRAG,HOSPITAL,"90 - 99",F,1
AL,SRAG,HOSPITAL,"90 - 99",M,1
AM,OUTRAS,DOMICILIO,"90 - 99",F,63
AM,OUTRAS,DOMICILIO,"90 - 99",M,44
AM,OUTRAS,HOSPITAL,"90 - 99",F,50
AM,OUTRAS,HOSPITAL,"90 - 99",M,24
AM,OUTRAS,OUTRO,"90 - 99",F,2
AM,OUTRAS,OUTRO,"90 - 99",M,2
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
AM,INDETERMINADA,DOMICILIO,"90 - 99",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,5
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,9
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,9
AM,PNEUMONIA,DOMICILIO,"90 - 99",F,3
AM,PNEUMONIA,DOMICILIO,"90 - 99",M,2
AM,PNEUMONIA,HOSPITAL,"90 - 99",F,48
AM,PNEUMONIA,HOSPITAL,"90 - 99",M,43
AM,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
AM,SEPTICEMIA,HOSPITAL,"90 - 99",F,18
AM,SEPTICEMIA,HOSPITAL,"90 - 99",M,9
AM,SEPTICEMIA,OUTRO,"90 - 99",F,1
AM,SRAG,DOMICILIO,"90 - 99",F,2
AM,SRAG,DOMICILIO,"90 - 99",M,1
AM,SRAG,HOSPITAL,"90 - 99",F,2
AM,SRAG,OUTRO,"90 - 99",M,1
AP,OUTRAS,DOMICILIO,"90 - 99",F,3
AP,OUTRAS,DOMICILIO,"90 - 99",M,4
AP,OUTRAS,HOSPITAL,"90 - 99",F,5
AP,OUTRAS,HOSPITAL,"90 - 99",M,6
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,2
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,1
AP,PNEUMONIA,DOMICILIO,"90 - 99",M,1
AP,PNEUMONIA,HOSPITAL,"90 - 99",F,9
AP,PNEUMONIA,HOSPITAL,"90 - 99",M,7
AP,PNEUMONIA,IGNORADO,"90 - 99",M,1
AP,SEPTICEMIA,HOSPITAL,"90 - 99",F,1
AP,SEPTICEMIA,HOSPITAL,"90 - 99",M,4
BA,OUTRAS,DOMICILIO,"90 - 99",F,537
BA,OUTRAS,DOMICILIO,"90 - 99",M,313
BA,OUTRAS,HOSPITAL,"90 - 99",F,322
BA,OUTRAS,HOSPITAL,"90 - 99",M,214
BA,OUTRAS,IGNORADO,"90 - 99",F,3
BA,OUTRAS,IGNORADO,"90 - 99",M,1
BA,OUTRAS,OUTRO,"90 - 99",F,11
BA,OUTRAS,OUTRO,"90 - 99",M,15
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,60
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,28
BA,OUTRAS,VIA_PUBLICA,"90 - 99",F,4
BA,OUTRAS,VIA_PUBLICA,"90 - 99",M,6
BA,COVID,DOMICILIO,"90 - 99",F,1
BA,COVID,DOMICILIO,"90 - 99",M,1
BA,COVID,HOSPITAL,"90 - 99",F,8
BA,COVID,HOSPITAL,"90 - 99",M,4
BA,COVID,OUTRO,"90 - 99",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
BA,INDETERMINADA,DOMICILIO,"90 - 99",F,10
BA,INDETERMINADA,DOMICILIO,"90 - 99",M,5
BA,INDETERMINADA,HOSPITAL,"90 - 99",F,2
BA,INDETERMINADA,HOSPITAL,"90 - 99",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,56
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,29
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,89
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,65
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,4
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,9
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
BA,PNEUMONIA,DOMICILIO,"90 - 99",F,33
BA,PNEUMONIA,DOMICILIO,"90 - 99",M,13
BA,PNEUMONIA,HOSPITAL,"90 - 99",F,225
BA,PNEUMONIA,HOSPITAL,"90 - 99",M,166
BA,PNEUMONIA,IGNORADO,"90 - 99",F,3
BA,PNEUMONIA,IGNORADO,"90 - 99",M,1
BA,PNEUMONIA,OUTRO,"90 - 99",F,4
BA,PNEUMONIA,OUTRO,"90 - 99",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,23
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,17
BA,SEPTICEMIA,DOMICILIO,"90 - 99",F,27
BA,SEPTICEMIA,DOMICILIO,"90 - 99",M,14
BA,SEPTICEMIA,HOSPITAL,"90 - 99",F,199
BA,SEPTICEMIA,HOSPITAL,"90 - 99",M,101
BA,SEPTICEMIA,IGNORADO,"90 - 99",F,1
BA,SEPTICEMIA,OUTRO,"90 - 99",F,4
BA,SEPTICEMIA,OUTRO,"90 - 99",M,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,33
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,13
BA,SRAG,HOSPITAL,"90 - 99",F,4
BA,SRAG,HOSPITAL,"90 - 99",M,3
BA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
CE,OUTRAS,DOMICILIO,"90 - 99",F,347
CE,OUTRAS,DOMICILIO,"90 - 99",M,191
CE,OUTRAS,HOSPITAL,"90 - 99",F,153
CE,OUTRAS,HOSPITAL,"90 - 99",M,85
CE,OUTRAS,IGNORADO,"90 - 99",F,4
CE,OUTRAS,IGNORADO,"90 - 99",M,7
CE,OUTRAS,OUTRO,"90 - 99",F,13
CE,OUTRAS,OUTRO,"90 - 99",M,10
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,17
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
CE,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
CE,COVID,DOMICILIO,"90 - 99",F,1
CE,COVID,HOSPITAL,"90 - 99",F,3
CE,COVID,HOSPITAL,"90 - 99",M,4
CE,INDETERMINADA,DOMICILIO,"90 - 99",F,1
CE,INDETERMINADA,DOMICILIO,"90 - 99",M,6
CE,INDETERMINADA,HOSPITAL,"90 - 99",F,3
CE,INDETERMINADA,HOSPITAL,"90 - 99",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,40
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,27
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,54
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,19
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
CE,PNEUMONIA,AMBULANCIA,"90 - 99",M,1
CE,PNEUMONIA,DOMICILIO,"90 - 99",F,88
CE,PNEUMONIA,DOMICILIO,"90 - 99",M,65
CE,PNEUMONIA,HOSPITAL,"90 - 99",F,314
CE,PNEUMONIA,HOSPITAL,"90 - 99",I,1
CE,PNEUMONIA,HOSPITAL,"90 - 99",M,182
CE,PNEUMONIA,IGNORADO,"90 - 99",F,3
CE,PNEUMONIA,OUTRO,"90 - 99",F,5
CE,PNEUMONIA,OUTRO,"90 - 99",M,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,34
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,11
CE,SEPTICEMIA,DOMICILIO,"90 - 99",F,23
CE,SEPTICEMIA,DOMICILIO,"90 - 99",M,17
CE,SEPTICEMIA,HOSPITAL,"90 - 99",F,126
CE,SEPTICEMIA,HOSPITAL,"90 - 99",I,1
CE,SEPTICEMIA,HOSPITAL,"90 - 99",M,89
CE,SEPTICEMIA,IGNORADO,"90 - 99",F,2
CE,SEPTICEMIA,IGNORADO,"90 - 99",M,3
CE,SEPTICEMIA,OUTRO,"90 - 99",F,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
CE,SRAG,DOMICILIO,"90 - 99",M,1
CE,SRAG,HOSPITAL,"90 - 99",F,3
CE,SRAG,HOSPITAL,"90 - 99",M,3
CE,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
DF,OUTRAS,DOMICILIO,"90 - 99",F,51
DF,OUTRAS,DOMICILIO,"90 - 99",M,25
DF,OUTRAS,HOSPITAL,"90 - 99",F,79
DF,OUTRAS,HOSPITAL,"90 - 99",M,40
DF,OUTRAS,OUTRO,"90 - 99",F,7
DF,OUTRAS,OUTRO,"90 - 99",M,3
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
DF,COVID,DOMICILIO,"90 - 99",F,1
DF,COVID,HOSPITAL,"90 - 99",F,1
DF,COVID,HOSPITAL,"90 - 99",M,5
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,3
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,5
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,22
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,12
